epoch,accuracy,loss,val_accuracy,val_loss
0,0.40039631724357605,1.549384355545044,0.4187796115875244,1.5122398138046265
1,0.39949843287467957,1.5470830202102661,0.41655057668685913,1.5154972076416016
2,0.39928168058395386,1.552188515663147,0.4173864722251892,1.5240793228149414
3,0.4043594002723694,1.5424251556396484,0.41571468114852905,1.5105949640274048
4,0.3991888165473938,1.5505517721176147,0.4112566113471985,1.511307716369629
5,0.39949843287467957,1.5476443767547607,0.4168291985988617,1.50862455368042
6,0.40315189957618713,1.5422003269195557,0.42268040776252747,1.5107685327529907
7,0.4026874601840973,1.543745994567871,0.419058233499527,1.5075820684432983
8,0.40095362067222595,1.544915795326233,0.4042908847332001,1.5268042087554932
9,0.40469998121261597,1.5437456369400024,0.3948175013065338,1.5468816757202148
10,0.40519535541534424,1.5419094562530518,0.41989412903785706,1.5137912034988403
11,0.3999318778514862,1.5451951026916504,0.42268040776252747,1.5077277421951294
12,0.4007059335708618,1.5464519262313843,0.4201727509498596,1.5215356349945068
13,0.39872437715530396,1.5506399869918823,0.4146001636981964,1.5143065452575684
14,0.40321382880210876,1.5436656475067139,0.41989412903785706,1.5100131034851074
15,0.4004891812801361,1.5443569421768188,0.414878785610199,1.51185142993927
16,0.4003034234046936,1.5479950904846191,0.42713847756385803,1.4938768148422241
17,0.40113937854766846,1.54249906539917,0.4204513728618622,1.5139316320419312
18,0.40017956495285034,1.5453221797943115,0.4201727509498596,1.506689429283142
19,0.39686667919158936,1.548004150390625,0.4196154773235321,1.5063016414642334
20,0.40358537435531616,1.5408129692077637,0.42072999477386475,1.5020023584365845
21,0.39968419075012207,1.5452901124954224,0.41710782051086426,1.5090982913970947
22,0.4023469090461731,1.5465738773345947,0.42128726840019226,1.5083976984024048
23,0.400241494178772,1.5447888374328613,0.411813884973526,1.525315523147583
24,0.4025636315345764,1.5407687425613403,0.4090275764465332,1.504370093345642
25,0.4012013077735901,1.5442146062850952,0.41850098967552185,1.51253080368042
26,0.4030899703502655,1.5415884256362915,0.41850098967552185,1.5077548027038574
27,0.3990339934825897,1.546979546546936,0.4196154773235321,1.5136390924453735
28,0.40225401520729065,1.5428606271743774,0.4176650941371918,1.5090636014938354
29,0.4018205404281616,1.537929654121399,0.41850098967552185,1.5070714950561523
30,0.3959997594356537,1.5492464303970337,0.4210086464881897,1.5119414329528809
31,0.39925071597099304,1.5430546998977661,0.40707719326019287,1.5137834548950195
32,0.400674968957901,1.5440648794174194,0.4140429198741913,1.5210191011428833
33,0.40166574716567993,1.5441274642944336,0.414878785610199,1.5144298076629639
34,0.40113937854766846,1.5473154783248901,0.4187796115875244,1.513683557510376
35,0.4017276465892792,1.5416241884231567,0.4204513728618622,1.5038397312164307
36,0.40039631724357605,1.5463000535964966,0.4187796115875244,1.5054317712783813
37,0.3960616886615753,1.5473682880401611,0.4090275764465332,1.519163966178894
38,0.3986005187034607,1.5475068092346191,0.4159933030605316,1.5234026908874512
39,0.39705243706703186,1.5478476285934448,0.4126497507095337,1.516982913017273
40,0.39869341254234314,1.546681523323059,0.4168291985988617,1.5137556791305542
41,0.4032447934150696,1.5431859493255615,0.4168291985988617,1.5072141885757446
42,0.3999009132385254,1.5461273193359375,0.41794371604919434,1.5110751390457153
43,0.400674968957901,1.5432723760604858,0.40150460600852966,1.5386755466461182
44,0.4004582464694977,1.5436981916427612,0.41571468114852905,1.5108307600021362
45,0.4025326669216156,1.5439683198928833,0.41710782051086426,1.526888132095337
46,0.39835283160209656,1.5449254512786865,0.4210086464881897,1.5064289569854736
47,0.4019753634929657,1.5435760021209717,0.40707719326019287,1.5197105407714844
48,0.4005201458930969,1.545317530632019,0.42072999477386475,1.5033743381500244
49,0.40225401520729065,1.5400758981704712,0.41989412903785706,1.5049279928207397
50,0.4012013077735901,1.5411064624786377,0.4215658903121948,1.500770092010498
51,0.40036535263061523,1.5459157228469849,0.39314571022987366,1.5411511659622192
52,0.40203729271888733,1.5435571670532227,0.41794371604919434,1.5109875202178955
53,0.4023469090461731,1.5466530323028564,0.41655057668685913,1.5270413160324097
54,0.4086630642414093,1.5357649326324463,0.42212316393852234,1.4916331768035889
55,0.3969905376434326,1.5427842140197754,0.42212316393852234,1.4989458322525024
56,0.40206822752952576,1.5429718494415283,0.4084703326225281,1.5243924856185913
57,0.4015728533267975,1.5468578338623047,0.4176650941371918,1.5184962749481201
58,0.39925071597099304,1.5467716455459595,0.4126497507095337,1.5195978879928589
59,0.4010155498981476,1.5444554090499878,0.4173864722251892,1.5121229887008667
60,0.4017895758152008,1.5421894788742065,0.4168291985988617,1.5104224681854248
61,0.3988482356071472,1.5435898303985596,0.4168291985988617,1.5044218301773071
62,0.40225401520729065,1.5414974689483643,0.419058233499527,1.5057309865951538
63,0.4025636315345764,1.5440253019332886,0.4173864722251892,1.502434492111206
64,0.39980804920196533,1.5430469512939453,0.4067985415458679,1.522014856338501
65,0.4000867009162903,1.5409384965896606,0.41850098967552185,1.5110145807266235
66,0.3993436098098755,1.545619249343872,0.41850098967552185,1.5118356943130493
67,0.4023778438568115,1.542988896369934,0.4098634719848633,1.5114926099777222
68,0.39983901381492615,1.5472296476364136,0.41627195477485657,1.5178627967834473
69,0.40318286418914795,1.5451161861419678,0.4173864722251892,1.5103650093078613
